hashtags/0,hashtags/1,hashtags/2,hashtags/3,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/id,user/friends,sentient,urls/0,mentions/1,urls/1,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,urls/2,mentions/2,mentions/3,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1125515266,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Hugo Zapata,https://pbs.twimg.com/profile_images/855271517118095369/9I2qPcJJ_normal.jpg,514,thatdudehugo_86,"Hugo, 22. Enjoy oxygen and water. Go Bulls. SC: thatdudehugo86",Mon Jul 06 02:21:23 +0000 2009,54081128,750,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,Tony Rizzo,47616000,RT @TheRealTRizzo: JR Smith suspended for a game? SMH.  #DefendTheLand,Earn From Atlanta,https://pbs.twimg.com/profile_images/952248878358724608/eByeUPFy_normal.jpg,1158,Jay_Edward,,Sun Oct 03 21:36:35 +0000 2010,198282802,1217,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,1301770240,JR Smith suspended for a game? SMH.  #DefendTheLand,Tony Rizzo,https://pbs.twimg.com/profile_images/813785385268629505/1YW6QsXB_normal.jpg,131856,TheRealTRizzo,tweets are my own. retweets don't = endorsements.,Mon Jan 04 15:08:20 +0000 2010,101781641,123,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,DMSTPod,,DMST Podcast,596918272,RT @DMSTBoyz: We see what you did here!! #TheLandOfTheKing #DefendTheLand #DMSTPod https://t.co/29uT3CYygK,Rah Weaver,https://pbs.twimg.com/profile_images/968942063797653504/H4HSiJQq_normal.jpg,40,KingRahhEternal,Football (US) Football (US) Entertainment Movies Government & Politics Music NBA NCAA basketball NCAA football NFL Sports Pop Culture Sports commentary Science,Wed Feb 28 19:56:43 +0000 2018,1628934150,614,0,https://twitter.com/marcusthomascle/status/969261012619841536,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1974075391,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Rah Weaver,https://pbs.twimg.com/profile_images/968942063797653504/H4HSiJQq_normal.jpg,40,KingRahhEternal,Football (US) Football (US) Entertainment Movies Government & Politics Music NBA NCAA basketball NCAA football NFL Sports Pop Culture Sports commentary Science,Wed Feb 28 19:56:43 +0000 2018,1628934150,614,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1411952639,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Sunday Morning Cokes,https://pbs.twimg.com/profile_images/422568292788621314/As4iQG2m_normal.jpeg,228,CokesSunday,"10 friends, 9 lottery dreams, 8 too much, 7 Up is allowed, 6 is a quorum, 5 on 5, 4 the love of it, 3 pointers, 2 many Sundays and 1 dollar meals.",Mon Jan 13 03:12:09 +0000 2014,-2005948124,450,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,467009538,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Tia,https://pbs.twimg.com/profile_images/633033848515862528/vP71G1FF_normal.jpg,43,Tia_CavsFan,🏀Cavs / ⚾ Indians / ♥ My Shih Tzus,Tue Mar 03 00:09:38 +0000 2015,-1228597411,93,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1184288769,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Tom Rice,https://pbs.twimg.com/profile_images/966154342754607105/-IesNAwf_normal.jpg,217,ThomasRice1216,"I love Cavs basketball , Buckeye basketball , Indians baseball , Browns football , Buckeye Football and Clayton Knox",Mon Apr 27 18:56:29 +0000 2015,-1080436391,437,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1252769792,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,nDY,https://pbs.twimg.com/profile_images/570511932734443520/6il9nxB3_normal.jpeg,2,GGDOTO,,Wed Feb 25 09:09:39 +0000 2015,-1253985472,94,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-891908096,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Grada,https://pbs.twimg.com/profile_images/972085114539855873/uDh7-lMl_normal.jpg,385,JGRADA14,BEИFICA OU MORTE || hh,Tue Nov 12 19:33:47 +0000 2013,-2116357926,282,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,575991808,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Anton,https://pbs.twimg.com/profile_images/858478936056934400/bRw7klw1_normal.jpg,610,theAntonRabe,Former Cornerback of the Ateneo Blue Raiders Flag Football Team,Tue Apr 27 06:12:08 +0000 2010,137600617,538,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,647487488,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Allison Marsh,https://pbs.twimg.com/profile_images/918363319337144320/kb4-QAyp_normal.jpg,116,allisonmarsh15,,Thu Jul 28 23:04:16 +0000 2011,344354205,354,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-581521407,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Brian Hernandez,https://pbs.twimg.com/profile_images/967924947950632961/YcEwLY0Y_normal.jpg,164,brianrfh,,Thu Jul 11 07:25:48 +0000 2013,1585128960,31,0,,,,,,,,,,,,,,,,,
,,,,,1561698307,Sixers vs. Cavaliers 2018 odds: Key Eastern clash has Cleveland a small betting favorite - SB Nation… https://t.co/VQeKQVztRB,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.375,https://twitter.com/i/web/status/969328825543794691,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,1205260293,#CavsNation #DefendtheLand #GoCavs #Cavs Cleveland Cavaliers Nike NBA Showtime (On Court) Hoodie Therma Flex Hoodie… https://t.co/HdYOcrt61t,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969327923244224517,,,,,,,,,,,,,,,,
RoadtotheBigHouse,defendtheland,championshipstateofmind,,Titan 23 Athletics,-409546750,RT @TitanUp_RHS: We are now 24 hours away from tip-off!! Is your white ready?!! #RoadtotheBigHouse #defendtheland #championshipstateofmind…,RHS Band Boosters,https://pbs.twimg.com/profile_images/892721945065771013/Rioy6ydZ_normal.jpg,128,RHSbandms,,Tue May 26 18:52:43 +0000 2015,-1067578084,304,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1607811072,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Tim Brady,https://pbs.twimg.com/profile_images/948652941115736069/qJKr0vZY_normal.jpg,386,GrammHammer,"Twitter famous for one week in June 2015. Cleveland Cavaliers, Indians, Browns & Marquette.",Wed Apr 16 20:33:57 +0000 2014,-1846988998,1019,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1558863872,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Jimmy Haslam is a brony,https://pbs.twimg.com/profile_images/842242382141767680/LSpHyTtM_normal.jpg,90,theradhatter27,I don’t give a damn for any trumpet playin band,Wed Dec 16 21:21:41 +0000 2015,211977840,104,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-615198719,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,BALLGOD,https://pbs.twimg.com/profile_images/859846682569314304/R6ktQXG7_normal.jpg,8227,godballgod,📱Keep up with the basketball world,Fri Jan 02 01:35:49 +0000 2015,-1339132723,7574,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1466462207,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Natalie DeGrandis,https://pbs.twimg.com/profile_images/1374257816/image_normal.jpg,829,NKDeGrandis,CLE ✈️ DAL ✈️ CLE. PR pro. Shoe fanatic. Coffee addict. Travel enthusiast. Lover of the arts. Crazy dog mom.,Wed Sep 22 19:07:34 +0000 2010,193826161,1294,0,,,,,,,,,,,,,,,,,
DefendTheLand,GOCAVS,,,Marcus Thomas,806748160,@MarcusThomasCle @CLETalkingHeads #DefendTheLand  #GOCAVS https://t.co/7YUdOLnnqW,Dennis Sironnovick,https://pbs.twimg.com/profile_images/938208746731384832/AJxwPpOv_normal.jpg,16,Menacexxx24,,Wed Apr 21 12:51:45 +0000 2010,135486655,56,0,,Baskin & Phelps,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-65548287,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Dennis Sironnovick,https://pbs.twimg.com/profile_images/938208746731384832/AJxwPpOv_normal.jpg,16,Menacexxx24,,Wed Apr 21 12:51:45 +0000 2010,135486655,56,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,60145664,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Opie Arnold,https://pbs.twimg.com/profile_images/877765225180680192/k3HarfyP_normal.jpg,78,TheBusFree,🙃,Sun Sep 07 01:59:46 +0000 2014,-1499800425,196,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1453981695,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,🔥Sportz Reportz 🔥,https://pbs.twimg.com/profile_images/962203357229342721/BSdQHwAJ_normal.jpg,1557,jbkespn,The latest 🔥Hot Takes🔥on your favorite sports! ⚽️🏀🏈⚾️🎾🏸🏓🎱🏉🏐🥅🏒🏑🏏⛳️🏹🎣🥊🥋⛸🎿⛷🏂🤺🤼‍♀️⛹️‍♀️🤸‍♀️🤸‍♂️🏌️🏄‍♀️🏄🏊‍♀️🏊🤽‍♀️🚣‍♀️⛷🏇🏾🚴‍♀️🚴🥇🥈🥉,Wed Jul 19 02:01:16 +0000 2017,-78327806,4951,0,,,,,,,,,,,,,,,,,
American,GOP,Democrats,,Rodney Wilson,412577792,"@fatnugly56 U=Traitor FnU56
I am a retired #American Soldier/SubSailor I Trust NOT #GOP/#Democrats 
A BOTH sides ar… https://t.co/ADMtKakRXy",THE RIGHT TO BEAR ARMS -- SHALL NOT BE INFRINGED !,https://pbs.twimg.com/profile_images/936051025747808257/ARbstjFJ_normal.jpg,716,hlcokayne,"Harold Cokayne  ❤️ #God #Jesus #HolyGhost 
❤️Wife ❤️🇺🇸❤️⚖️❤️🇮🇱
#FreedomIsNotFree 
I = #NRA #Army #Navy #Submarines #Patriot #2Amendment
#P45 #DrainTheSwamp NOW!",Sat Jul 23 17:00:58 +0000 2016,-153747455,1368,-0.625,https://twitter.com/i/web/status/969313392577179648,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1951850502,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Erin Orsini,https://pbs.twimg.com/profile_images/902997510972694530/yXIu_XbZ_normal.jpg,477,ErinOrsini,PR pro. Big sister. Football fanatic. Proud lefty. Italian food addict.,Tue Jan 26 20:14:59 +0000 2010,108704849,1030,0,,,,,,,,,,,,,,,,,
defendtheland,,,,Marcus Thomas,-904470528,Love working at @MarcusThomasCle  #defendtheland good thing we're going to the game tonight :) @leikadee https://t.co/I55bkrq1TT,Deanna Langer,https://pbs.twimg.com/profile_images/883781826489090048/KfiXV607_normal.jpg,407,deannalanger,@woosteredu 2014 alum | #CLE native | PR pro @ @marcusthomasCLE,Sun Mar 08 21:01:57 +0000 2009,23353892,410,0,https://twitter.com/MarcusThomasCle/status/969261012619841536,Leika Drouillard™,,,,,,,,,,,,,,,
,,,,DW..#I_STAND🇺🇸🇨🇦,1964470272,@aquawilki @realDonaldTrump @SebGorka @seanhannity @dbongino @SheriffClarke @laura @JudgeJeanine @DLoesch I agree.… https://t.co/UciaJ10GNs,THE RIGHT TO BEAR ARMS -- SHALL NOT BE INFRINGED !,https://pbs.twimg.com/profile_images/936051025747808257/ARbstjFJ_normal.jpg,716,hlcokayne,"Harold Cokayne  ❤️ #God #Jesus #HolyGhost 
❤️Wife ❤️🇺🇸❤️⚖️❤️🇮🇱
#FreedomIsNotFree 
I = #NRA #Army #Navy #Submarines #Patriot #2Amendment
#P45 #DrainTheSwamp NOW!",Sat Jul 23 17:00:58 +0000 2016,-153747455,1368,0,https://twitter.com/i/web/status/969311701911957504,Donald J. Trump,,,,,,,,,Sebastian Gorka DrG,Sean Hannity,Dan Bongino,"David A. Clarke, Jr.",laura i gómez,Jeanine Pirro,Dana Loesch
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1515708416,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,nick zwinggi,https://pbs.twimg.com/profile_images/1387980890/nickzwinggi045_normal.jpg,247,zwinggi,This is my bio. It is a friggin sweet bio.,Thu Jun 25 02:50:34 +0000 2009,50528821,156,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,353882115,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Lar Force One.,https://pbs.twimg.com/profile_images/819972846202011648/zadoEHEU_normal.jpg,343,TheDuffman85,Tortured Cleveland fan / soccer junkie / weekend golfer / music lover / Self professed beer snob,Thu Jan 27 14:18:43 +0000 2011,243646080,1831,0,,,,,,,,,,,,,,,,,
TopValuePlays,Cavs,DefendTheLand,,,-1382576127,"#TopValuePlays
SG: Rodney Hood #Cavs #DefendTheLand
CPP:$189.86
Avg FPS: 23.18
Todays Top Value:… https://t.co/qdkejkXi5z",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,135015396,1447,0,https://twitter.com/i/web/status/969308391440093185,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,DMSTPod,,,118882304,We see what you did here!! #TheLandOfTheKing #DefendTheLand #DMSTPod https://t.co/29uT3CYygK,DMST Podcast,https://pbs.twimg.com/profile_images/785937340837560320/eFpI5L3b_normal.jpg,645,DMSTBoyz,"Welcome to the Drunk Mind Sober Thoughts Podcast! 3 fellas giving you their take on entertainment, sports, & the women in their lives!!",Thu Apr 07 01:49:14 +0000 2016,1666641920,345,0,https://twitter.com/marcusthomascle/status/969261012619841536,,,,,,,,,,,,,,,,
RoadtotheBigHouse,defendtheland,championshipstateofmind,,Titan 23 Athletics,1587011584,RT @TitanUp_RHS: We are now 24 hours away from tip-off!! Is your white ready?!! #RoadtotheBigHouse #defendtheland #championshipstateofmind…,զմεεηKamri👑💓,https://pbs.twimg.com/profile_images/968675591825260544/wwOq1d7g_normal.jpg,801,itskamriella,Vibes💦💅🏼💋,Thu Jun 23 04:24:15 +0000 2011,322421789,826,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-199827456,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,SUZANNE STRATFORD,https://pbs.twimg.com/profile_images/969961951102226432/p5rb6Wef_normal.jpg,5064,SuzStratford,"Reporter w/Emmys Fox8, Lifetime Movie Network GIMC Producer/ CoCreator, Army War Veteran, UltraMarathoner, who believes in freedom, fun & Basic Human Goodness",Mon Feb 15 22:30:53 +0000 2010,114582531,2424,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1881763839,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Lucia Byttebier,https://pbs.twimg.com/profile_images/2818489556/7d79b0d6e9e76c7801263b15af27f025_normal.jpeg,101,lulubytt,..purple teeth.,Wed Nov 07 13:00:19 +0000 2012,932000924,364,0,,,,,,,,,,,,,,,,,
,,,,,873791489,Cleveland Cavaliers: Larry Nance Jr. is Tyronn Lue's late-game big - King James Gospel https://t.co/ShqQHQSkPM… https://t.co/sqyzX2cJgE,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0.25,http://dlvr.it/QJM9b8,,https://twitter.com/i/web/status/969303497433743361,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1188552710,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Michael U,https://pbs.twimg.com/profile_images/941831544729161729/xbGNbmVZ_normal.jpg,171,Michael_U440,"If you don't wake up everyday with a smile on your face, you're sleeping next to the wrong person.",Sun Nov 20 00:02:57 +0000 2011,416656302,348,0,,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,Cavs,Tickets,,-719884287,#CavsNation #DefendtheLand #Cavs #Tickets MICHAEL JORDAN 2011-12 UD Exquisite Dimensions Shadowbox AUTO CHICAGO BUL… https://t.co/jy1AN3Ly4Q,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969301520155111425,,,,,,,,,,,,,,,,
Cavs,nba,DefendTheLand,MADEinPHILA,,-1307086847,"LeBron desmente ida à Philadelphia: ""Repugnante""
https://t.co/FdsU6a48Vs

#Cavs #nba #DefendTheLand #MADEinPHILA… https://t.co/i1D9y66olT",SmallBall,https://pbs.twimg.com/profile_images/953441062214885376/LhNqbHOJ_normal.jpg,22,WilleGlau,"Notícias, rumores e alfinetadas. Perfil pilotado por William Barbosa, colunista do site Sobe a Bola.
e-mail: smallballmkt@outlook.com",Wed Jan 10 12:10:44 +0000 2018,-1269387264,68,0,https://smallballnba.blogspot.com.br/2018/03/lebron-james-desmente-rumor-de-ida-a-philadelphia.html,,https://twitter.com/i/web/status/969301485208170497,,,,,,,,,,,,,,
DefendtheLand,,,,// kaitie //,1700229120,"RT @kaitielovesit: i literally cry every time i watch this clip, the block, and kyrie’s shot. FUCK! HAPPY 3-1 DAY CLEVELAND! #DefendtheLand…",Mal,https://pbs.twimg.com/profile_images/965371636978475008/xqKjPRe-_normal.jpg,476,malloryloeffler,"I like smiling, smiling’s my favorite",Sat Oct 24 18:20:52 +0000 2009,84907543,450,0.125,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-518651902,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Brent Affolter,https://pbs.twimg.com/profile_images/378800000342117882/4ce2877d391950d7afdbbea3dae04f6d_normal.jpeg,15,brentaffolter,,Fri Aug 23 00:27:32 +0000 2013,1692467125,86,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-480817152,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Randy Moss,https://pbs.twimg.com/profile_images/965315457031979008/Q7wNTx_S_normal.jpg,2925,Godswarrior1993,#SSUFootball Student Coach working with WR's..My only Goal in life is to serve GODJeremiah 29:11,Wed Aug 15 14:59:02 +0000 2012,759537523,1242,0,,,,,,,,,,,,,,,,,
RoadtotheBigHouse,defendtheland,championshipstateofmind,,Titan 23 Athletics,-1973956608,RT @TitanUp_RHS: We are now 24 hours away from tip-off!! Is your white ready?!! #RoadtotheBigHouse #defendtheland #championshipstateofmind…,Natalie Tackitt,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,30,NatalieTackitt1,,Sat Feb 11 15:12:32 +0000 2017,584462336,105,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-736755707,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Austin,https://pbs.twimg.com/profile_images/942081216299356165/3u4aupNA_normal.jpg,498,costlowaustin,@shaynaranee,Tue Mar 18 14:16:25 +0000 2014,-1898683468,111,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1909850117,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Tygod,https://pbs.twimg.com/profile_images/966102939445194752/ez5D1iP0_normal.jpg,348,Ripdosia3746,,Tue Mar 22 19:07:40 +0000 2011,270509710,312,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1982463999,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Kevin Robert Kruse,https://pbs.twimg.com/profile_images/532396541860798465/CpFaAn2M_normal.jpeg,114,ClevelandKev13,,Wed Feb 06 21:58:48 +0000 2013,1155209178,257,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-556277760,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,MT Career Coaches,https://pbs.twimg.com/profile_images/701860881366253569/frDBgAQm_normal.jpg,894,MTCareerCoaches,"We're Marcus Thomas' in-house people lovers, career advice givers and agency culture ambassadors. Helping you make your mark is our specialty.",Tue Nov 11 13:45:10 +0000 2014,-1398339399,1297,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,710373376,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Chris Richani,https://pbs.twimg.com/profile_images/866985018824019968/gBHoXRFJ_normal.jpg,146,ChrisRichani,#CLE,Tue Jul 07 21:15:53 +0000 2009,54679411,174,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1696063489,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,tim cox,https://pbs.twimg.com/profile_images/914988343582236674/iQSlaq9W_normal.jpg,493,kingcoxie95,"EHS alumni Hockey and Baseball⚾️, LCC #RollTribe #Cleveland #EHSTradition #RipAustin #RipDre #RipDylan",Sat Feb 01 00:04:42 +0000 2014,-1977844249,1674,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,47636486,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Sean Forester 🎥,https://pbs.twimg.com/profile_images/961879301669797888/porHnZaO_normal.jpg,981,SeanForester,"Videographer & Editor of news, #NBC 🎬| Weather geek ⛈| IG: seanforester | #FoodLover 🌭| #CLE sports fan ⚾️| @Penguins fan 🏒|  | #Xbox GT SEAqueNc3 🎮",Sat May 22 05:14:08 +0000 2010,146725818,507,0,,,,,,,,,,,,,,,,,
DanSeats,,,,Dan Gilbert,-191410175,"@cavsdan @cavs @Larrydn22 Dude, really? I told you I use Old Spice! #DanSeats @CavsSirCC @CavsJMike @Larrydn22… https://t.co/BwSR7ruBaK",Mark Roder,https://pbs.twimg.com/profile_images/969282601667256320/z6LTmxni_normal.jpg,44,mmrod87,,Fri Mar 09 05:19:29 +0000 2012,519205543,401,0,https://twitter.com/i/web/status/969282339359641601,Cleveland Cavaliers,,,,,,,,,Larry Nance Jr,Sir CC,John Michael,Larry Nance Jr,,,
TheLandofTheKing,DefendtheLand,TheKingisCLE,,Philadelphia 76ers,-749281273,"@sixers @KingJames #TheLandofTheKing Philly, don't hold your breath! #DefendtheLand #TheKingisCLE https://t.co/MWfFZcKzor",UberKenCLE,https://pbs.twimg.com/profile_images/969280002494812160/jXw81ivk_normal.jpg,216,RideshareKen216,"Cleveland, OH Uber/Lyft Driver in #TheLand-TIP your hard working drivers if you can! We drivers only strive to always provide 5-star treatment! FREE H2O & gum!",Tue Mar 01 15:18:25 +0000 2016,-1277759487,1032,0.375,https://twitter.com/wildeagle_cle/status/969249436785397760,LeBron James,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,672575488,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,UberKenCLE,https://pbs.twimg.com/profile_images/969280002494812160/jXw81ivk_normal.jpg,216,RideshareKen216,"Cleveland, OH Uber/Lyft Driver in #TheLand-TIP your hard working drivers if you can! We drivers only strive to always provide 5-star treatment! FREE H2O & gum!",Tue Mar 01 15:18:25 +0000 2016,-1277759487,1032,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-1965600768,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Robb Nardecchia,https://pbs.twimg.com/profile_images/573594248143990785/gCGUszYK_normal.jpeg,264,robbn,"web designer, developer,communicator, event producer, videophile, tech-junkie, OHIOAN. I want to delight and inspire through UX and UI.",Fri Apr 11 19:47:37 +0000 2008,14363964,218,0,,,,,,,,,,,,,,,,,
,,,,,-128479230,"i literally cry every time i watch this clip, the block, and kyrie’s shot. FUCK! HAPPY 3-1 DAY CLEVELAND!… https://t.co/txCia3h1j1",// kaitie //,https://pbs.twimg.com/profile_images/920337832476073985/OiS1olW__normal.jpg,479,kaitielovesit,i'm chris hansen with dateline NBC.,Fri Sep 10 19:11:57 +0000 2010,189242659,284,0.125,https://twitter.com/i/web/status/969279247046119426,,,,,,,,,,,,,,,,
